,balance,equity
0,1001.395134952,1000.0
60,1001.395134952,1000.0
120,1001.395134952,1000.0
180,1001.395134952,1000.0
240,1001.395134952,1000.0
300,1001.395134952,1000.0
360,1001.395134952,1000.0
420,1001.395134952,1000.0
480,1001.395134952,1000.0
540,1001.395134952,1000.0
600,1001.395134952,1000.0
660,1001.395134952,1000.0
720,1001.395134952,1000.0
780,1001.395134952,1000.0
840,1001.395134952,1000.0
900,1001.395134952,1000.0
960,1001.395134952,1000.0
1020,1001.395134952,1000.0
1080,1001.395134952,1000.0
1140,1001.395134952,1000.0
1200,1001.395134952,1000.0
1260,1001.395134952,1000.0
1320,1001.395134952,1000.0
1380,1001.395134952,1000.0
1440,1001.395134952,1000.0
1500,1001.395134952,1000.0
1560,1001.395134952,1000.0
1620,1001.395134952,1000.0
1680,1001.395134952,1000.0
1740,1001.395134952,1000.0
1800,1001.395134952,1000.0
1860,1001.395134952,1000.0
1920,1001.395134952,1000.0
1980,1001.395134952,1000.0
2040,1001.395134952,1000.0
2100,1001.395134952,1000.0
2160,1001.395134952,1000.0
2220,1001.395134952,1000.0
2280,1001.395134952,1000.0
2340,1001.395134952,1000.0
2400,1001.395134952,1000.0
2460,1001.395134952,1000.0
2520,1001.395134952,1000.0
2580,1001.395134952,1000.0
2640,1001.395134952,1000.0
2700,1001.395134952,1000.0
2760,1001.395134952,1000.0
2820,1001.395134952,1000.0
2880,1001.395134952,1000.0
2940,1001.395134952,1000.0
3000,1001.395134952,1000.0
3060,1001.395134952,1000.0
3120,1001.395134952,1000.0
3180,1001.395134952,1000.0
3240,1001.395134952,1000.0
3300,1001.395134952,1000.0
3360,1001.395134952,1000.0
3420,1001.395134952,1000.0
3480,1001.395134952,1000.0
3540,1001.395134952,1000.0
3600,1001.395134952,1000.0
3660,1001.395134952,1000.0
3720,1001.395134952,1000.0
3780,1001.395134952,1000.0
3840,1001.395134952,1000.0
3900,1001.395134952,1000.0
3960,1001.395134952,1000.0
4020,1001.395134952,1000.0
4080,1001.395134952,1000.0
4140,1001.395134952,1000.0
4200,1001.395134952,1000.0
4260,1001.395134952,1000.0
4320,1001.395134952,1000.0
4380,1001.395134952,1000.0
4440,1001.395134952,1000.0
4500,1001.395134952,1000.0
4560,1001.395134952,1000.0
4620,1001.395134952,1000.0
4680,1001.395134952,1000.0
4740,1001.395134952,1000.0
4800,1001.395134952,1000.0
4860,1001.395134952,1000.0
4920,1001.395134952,1000.0
4980,1001.395134952,1000.0
5040,1001.395134952,1000.0
5100,1001.395134952,1000.0
5160,1001.395134952,1000.0
5220,1001.395134952,1000.0
5280,1001.395134952,1000.0
5340,1001.395134952,1000.0
5400,1001.395134952,1000.0
5460,1001.395134952,1000.0
5520,1001.395134952,1000.0
5580,1001.395134952,1000.0
5640,1001.395134952,1000.0
5700,1001.395134952,1000.0
5760,1001.395134952,1000.0
5820,1001.395134952,1000.0
5880,1001.395134952,1000.0
5940,1001.395134952,1000.0
6000,1001.395134952,1000.0
6060,1001.395134952,1000.0
6120,1001.395134952,1000.0
6180,1001.395134952,1000.0
6240,1001.395134952,1000.0
6300,1001.395134952,1000.0
6360,1001.395134952,1000.0
6420,1001.395134952,1000.0
6480,1001.395134952,1000.0
6540,1001.395134952,1000.0
6600,1001.395134952,1000.0
6660,1001.395134952,1000.0
6720,1001.395134952,1000.0
6780,1001.395134952,1000.0
6840,1001.395134952,1000.0
6900,1001.395134952,1000.0
6960,1001.395134952,1000.0
7020,1001.395134952,1000.0
7080,1001.395134952,1000.0
7140,1001.395134952,1000.0
7200,1001.395134952,1000.0
7260,1001.395134952,1000.0
7320,1001.395134952,1000.0
7380,1001.395134952,1000.0
7440,1001.395134952,1000.0
7500,1001.395134952,1000.0
7560,1001.395134952,1000.0
7620,1001.395134952,1000.0
7680,1001.395134952,1000.0
7740,1001.395134952,1000.0
7800,1001.395134952,1000.0
7860,1001.395134952,1000.0
7920,1001.395134952,1000.0
7980,1001.395134952,1000.0
8040,1001.395134952,1000.0
8100,1001.395134952,1000.0
8160,1001.395134952,1000.0
8220,1001.395134952,1000.0
8280,1001.395134952,1000.0
8340,1001.395134952,1000.0
8400,1001.395134952,1000.0
8460,1001.395134952,1000.0
8520,1001.395134952,1000.0
8580,1001.395134952,1000.0
8640,1001.395134952,1000.0
8700,1001.395134952,1000.0
8760,1001.395134952,1000.0
8820,1001.395134952,1000.0
8880,1001.395134952,1000.0
8940,1001.395134952,1000.0
9000,1001.395134952,1000.0
9060,1001.395134952,1000.0
9120,1001.395134952,1000.0
9180,1001.395134952,1000.0
9240,1001.395134952,1000.0
9300,1001.395134952,1000.0
9360,1001.395134952,1000.0
9420,1001.395134952,1000.0
9480,1001.395134952,1000.0
9540,1001.395134952,1000.0
9600,1001.395134952,1000.0
9660,1001.395134952,1000.0
9720,1001.395134952,1000.0
9780,1001.395134952,1000.0
9840,1001.395134952,1000.0
9900,1001.395134952,1000.0
9960,1001.395134952,1000.0
10020,1001.395134952,1000.0
10080,1001.395134952,1000.0
10140,1001.395134952,1000.0
10200,1001.395134952,1000.0
10260,1001.395134952,1000.0
10320,1001.395134952,1000.0
10380,1001.395134952,1000.0
10440,1001.395134952,1000.0
10500,1001.395134952,1000.0
10560,1001.395134952,1000.0
10620,1001.395134952,1000.0
10680,1001.395134952,1000.0
10740,1001.395134952,1000.0
10800,1001.395134952,1000.0
10860,1001.395134952,1000.0
10920,1001.395134952,1000.0
10980,1001.395134952,1000.0
11040,1001.395134952,1000.0
11100,1001.395134952,1000.0
11160,1001.395134952,1000.0
11220,1001.395134952,1000.0
11280,1001.395134952,1000.0
11340,1001.395134952,1000.0
11400,1001.395134952,1000.0
11460,1001.395134952,1000.0
11520,1001.395134952,1000.0
11580,1001.395134952,1000.0
11640,1001.395134952,1000.0
11700,1001.395134952,1000.0
11760,1001.395134952,1000.0
11820,1001.395134952,1000.0
11880,1001.395134952,1000.0
11940,1001.395134952,1000.0
12000,1001.395134952,1000.0
12060,1001.395134952,1000.0
12120,1001.395134952,1000.0
12180,1001.395134952,1000.0
12240,1001.395134952,1000.0
12300,1001.395134952,1000.0
12360,1001.395134952,1000.0
12420,1001.395134952,1000.0
12480,1001.395134952,1000.0
