,balance,equity
0,999.97571392,1000.0
60,999.97571392,1000.0
120,999.97571392,1000.0
180,999.97571392,1000.0
240,999.97571392,1000.0
300,999.97571392,1000.0
360,999.97571392,1000.0
420,999.97571392,1000.0
480,999.97571392,1000.0
540,999.97571392,1000.0
600,999.97571392,1000.0
660,999.97571392,1000.0
720,999.97571392,1000.0
780,999.97571392,1000.0
840,999.97571392,1000.0
900,999.97571392,1000.0
960,999.97571392,1000.0
1020,999.97571392,1000.0
1080,999.97571392,1000.0
1140,999.97571392,1000.0
1200,999.97571392,1000.0
1260,999.97571392,1000.0
1320,999.97571392,1000.0
1380,999.97571392,1000.0
1440,999.97571392,1000.0
1500,999.97571392,1000.0
1560,999.97571392,1000.0
1620,999.97571392,1000.0
1680,999.97571392,1000.0
1740,999.97571392,1000.0
1800,999.97571392,1000.0
1860,999.97571392,1000.0
1920,999.97571392,1000.0
1980,999.97571392,1000.0
2040,999.97571392,1000.0
2100,999.97571392,1000.0
2160,999.97571392,1000.0
2220,999.97571392,1000.0
2280,999.97571392,1000.0
2340,999.97571392,1000.0
2400,999.97571392,1000.0
2460,999.97571392,1000.0
2520,999.97571392,1000.0
2580,999.97571392,1000.0
2640,999.97571392,1000.0
2700,999.97571392,1000.0
2760,999.97571392,1000.0
2820,999.97571392,1000.0
2880,999.97571392,1000.0
2940,999.97571392,1000.0
3000,999.97571392,1000.0
3060,999.97571392,1000.0
3120,999.97571392,1000.0
3180,999.97571392,1000.0
3240,999.97571392,1000.0
3300,999.97571392,1000.0
3360,999.97571392,1000.0
3420,999.97571392,1000.0
3480,999.97571392,1000.0
3540,999.97571392,1000.0
3600,999.97571392,1000.0
3660,999.97571392,1000.0
3720,999.97571392,1000.0
3780,999.97571392,1000.0
3840,999.97571392,1000.0
3900,999.97571392,1000.0
3960,999.97571392,1000.0
4020,999.97571392,1000.0
4080,999.97571392,1000.0
4140,999.97571392,1000.0
4200,999.97571392,1000.0
4260,999.97571392,1000.0
4320,999.97571392,1000.0
4380,999.97571392,1000.0
4440,999.97571392,1000.0
4500,999.97571392,1000.0
4560,999.97571392,1000.0
4620,999.97571392,1000.0
4680,999.97571392,1000.0
4740,999.97571392,1000.0
4800,999.97571392,1000.0
4860,999.97571392,1000.0
4920,999.97571392,1000.0
4980,999.97571392,1000.0
5040,999.97571392,1000.0
5100,999.97571392,1000.0
5160,999.97571392,1000.0
5220,999.97571392,1000.0
5280,999.97571392,1000.0
5340,999.97571392,1000.0
5400,999.97571392,1000.0
5460,999.97571392,1000.0
5520,999.97571392,1000.0
5580,999.97571392,1000.0
5640,999.97571392,1000.0
5700,999.97571392,1000.0
5760,999.97571392,1000.0
5820,999.97571392,1000.0
5880,999.97571392,1000.0
5940,999.97571392,1000.0
6000,999.97571392,1000.0
6060,999.97571392,1000.0
6120,999.97571392,1000.0
6180,999.97571392,1000.0
6240,999.97571392,1000.0
6300,999.97571392,1000.0
6360,999.97571392,1000.0
6420,999.97571392,1000.0
6480,999.97571392,1000.0
6540,999.97571392,1000.0
6600,999.97571392,1000.0
6660,999.97571392,1000.0
6720,999.97571392,1000.0
6780,999.97571392,1000.0
6840,999.97571392,1000.0
6900,999.97571392,1000.0
6960,999.97571392,1000.0
7020,999.97571392,1000.0
7080,999.97571392,1000.0
7140,999.97571392,1000.0
7200,999.97571392,1000.0
7260,999.97571392,1000.0
7320,999.97571392,1000.0
7380,999.97571392,1000.0
7440,999.97571392,1000.0
7500,999.97571392,1000.0
7560,999.97571392,1000.0
7620,999.97571392,1000.0
7680,999.97571392,1000.0
7740,999.97571392,1000.0
7800,999.97571392,1000.0
7860,999.97571392,1000.0
7920,999.97571392,1000.0
7980,999.97571392,1000.0
8040,999.97571392,1000.0
8100,999.97571392,1000.0
8160,999.97571392,1000.0
8220,999.97571392,1000.0
8280,999.97571392,1000.0
8340,999.97571392,1000.0
8400,999.97571392,1000.0
8460,999.97571392,1000.0
8520,999.97571392,1000.0
8580,999.97571392,1000.0
8640,999.97571392,1000.0
8700,999.97571392,1000.0
8760,999.97571392,1000.0
8820,999.97571392,1000.0
8880,999.97571392,1000.0
8940,999.97571392,1000.0
9000,999.97571392,1000.0
9060,999.97571392,1000.0
9120,999.97571392,1000.0
9180,999.97571392,1000.0
9240,1000.2369707199999,998.9383139199999
9300,1000.2369707199999,1000.2369707199999
9360,1000.2369707199999,1000.2369707199999
9420,1000.2369707199999,1000.2369707199999
9480,1000.2369707199999,1000.2369707199999
9540,1000.2369707199999,1000.2369707199999
9600,1000.2369707199999,1000.2369707199999
9660,1000.2369707199999,1000.2369707199999
9720,1000.2369707199999,1000.2369707199999
9780,1000.2369707199999,1000.2369707199999
9840,1000.2369707199999,1000.2369707199999
9900,1000.2369707199999,1000.2369707199999
9960,1000.2369707199999,1000.2369707199999
10020,1000.2369707199999,1000.2369707199999
10080,1000.2369707199999,1000.2369707199999
10140,1000.2369707199999,1000.2369707199999
10200,1000.2369707199999,1000.2369707199999
10260,1000.2369707199999,1000.2369707199999
10320,1000.2369707199999,1000.2369707199999
10380,1000.2369707199999,1000.2369707199999
10440,1000.2369707199999,1000.2369707199999
10500,1000.2369707199999,1000.2369707199999
10560,1000.2369707199999,1000.2369707199999
10620,1000.2369707199999,1000.2369707199999
10680,1000.2369707199999,1000.2369707199999
10740,1000.2369707199999,1000.2369707199999
10800,1000.2369707199999,1000.2369707199999
10860,1000.2369707199999,1000.2369707199999
10920,1000.2369707199999,1000.2369707199999
10980,1000.2369707199999,1000.2369707199999
11040,1000.2369707199999,1000.2369707199999
11100,1000.2369707199999,1000.2369707199999
11160,1000.2369707199999,1000.2369707199999
11220,1000.2369707199999,1000.2369707199999
11280,1000.2369707199999,1000.2369707199999
11340,1000.2369707199999,1000.2369707199999
11400,1000.2369707199999,1000.2369707199999
11460,1000.2369707199999,1000.2369707199999
11520,1000.2369707199999,1000.2369707199999
11580,1000.2369707199999,1000.2369707199999
11640,1000.2369707199999,1000.2369707199999
11700,1000.2369707199999,1000.2369707199999
11760,1000.2369707199999,1000.2369707199999
11820,1000.2369707199999,1000.2369707199999
11880,1000.2369707199999,1000.2369707199999
11940,1000.2369707199999,1000.2369707199999
12000,1000.2369707199999,1000.2369707199999
12060,1000.2369707199999,1000.2369707199999
12120,1000.2369707199999,1000.2369707199999
12180,1000.2369707199999,1000.2369707199999
12240,1000.2369707199999,1000.2369707199999
12300,1000.2369707199999,1000.2369707199999
12360,1000.2369707199999,1000.2369707199999
12420,1000.2369707199999,1000.2369707199999
12480,1000.2369707199999,1000.2369707199999
12540,1000.2369707199999,1000.2369707199999
12600,1000.2369707199999,1000.2369707199999
12660,1000.2369707199999,1000.2369707199999
12720,1000.2369707199999,1000.2369707199999
12780,1000.2369707199999,1000.2369707199999
12840,1000.2369707199999,1000.2369707199999
12900,1000.2369707199999,1000.2369707199999
12960,1000.2369707199999,1000.2369707199999
13020,1000.2369707199999,1000.2369707199999
13080,1000.2369707199999,1000.2369707199999
13140,1000.2369707199999,1000.2369707199999
13200,1000.2369707199999,1000.2369707199999
13260,1000.2369707199999,1000.2369707199999
13320,1000.2369707199999,1000.2369707199999
13380,1000.2369707199999,1000.2369707199999
13440,1000.2369707199999,1000.2369707199999
13500,1000.2369707199999,1000.2369707199999
13560,1000.2369707199999,1000.2369707199999
13620,1000.2369707199999,1000.2369707199999
13680,1000.2369707199999,1000.2369707199999
13740,1000.2369707199999,1000.2369707199999
13800,1000.2369707199999,1000.2369707199999
13860,1000.2369707199999,1000.2369707199999
13920,1000.2369707199999,1000.2369707199999
13980,1000.2369707199999,1000.2369707199999
14040,1000.2369707199999,1000.2369707199999
14100,1000.2369707199999,1000.2369707199999
14160,1000.2369707199999,1000.2369707199999
14220,1000.2369707199999,1000.2369707199999
14280,1000.2369707199999,1000.2369707199999
14340,1000.2369707199999,1000.2369707199999
14400,1000.2369707199999,1000.2369707199999
14460,1000.2369707199999,1000.2369707199999
14520,1000.2369707199999,1000.2369707199999
14580,1000.2369707199999,1000.2369707199999
14640,1000.2369707199999,1000.2369707199999
14700,1000.2369707199999,1000.2369707199999
14760,1000.2369707199999,1000.2369707199999
14820,1000.2369707199999,1000.2369707199999
14880,1000.2369707199999,1000.2369707199999
14940,1000.2369707199999,1000.2369707199999
15000,1000.2369707199999,1000.2369707199999
15060,1000.2369707199999,1000.2369707199999
15120,1000.2369707199999,1000.2369707199999
15180,1000.2369707199999,1000.2369707199999
15240,1000.2369707199999,1000.2369707199999
15300,1000.2369707199999,1000.2369707199999
15360,1000.2369707199999,1000.2369707199999
15420,1000.2369707199999,1000.2369707199999
15480,1000.2369707199999,1000.2369707199999
15540,1000.2369707199999,1000.2369707199999
15600,1000.2369707199999,1000.2369707199999
15660,1000.2369707199999,1000.2369707199999
15720,1000.2369707199999,1000.2369707199999
15780,1000.2369707199999,1000.2369707199999
15840,1000.2369707199999,1000.2369707199999
15900,1000.2369707199999,1000.2369707199999
15960,1000.2369707199999,1000.2369707199999
16020,1000.2369707199999,1000.2369707199999
16080,1000.2369707199999,1000.2369707199999
16140,1000.2369707199999,1000.2369707199999
16200,1000.2369707199999,1000.2369707199999
16260,1000.2369707199999,1000.2369707199999
16320,1000.2369707199999,1000.2369707199999
16380,1000.2369707199999,1000.2369707199999
16440,1000.2369707199999,1000.2369707199999
16500,1000.2369707199999,1000.2369707199999
16560,1000.2369707199999,1000.2369707199999
16620,1000.2369707199999,1000.2369707199999
16680,1000.2369707199999,1000.2369707199999
16740,1000.2369707199999,1000.2369707199999
16800,1000.2369707199999,1000.2369707199999
16860,1000.2369707199999,1000.2369707199999
16920,1000.2369707199999,1000.2369707199999
16980,1000.2369707199999,1000.2369707199999
17040,1000.2369707199999,1000.2369707199999
17100,1000.2369707199999,1000.2369707199999
17160,1000.2369707199999,1000.2369707199999
17220,1000.2369707199999,1000.2369707199999
17280,1000.2369707199999,1000.2369707199999
17340,1000.2369707199999,1000.2369707199999
17400,1000.2369707199999,1000.2369707199999
17460,1000.2369707199999,1000.2369707199999
17520,1000.2369707199999,1000.2369707199999
17580,1000.2369707199999,1000.2369707199999
17640,1000.2369707199999,1000.2369707199999
17700,1000.2369707199999,1000.2369707199999
17760,1000.2369707199999,1000.2369707199999
17820,1000.2369707199999,1000.2369707199999
17880,1000.2369707199999,1000.2369707199999
17940,1000.2369707199999,1000.2369707199999
18000,1000.2369707199999,1000.2369707199999
18060,1000.2369707199999,1000.2369707199999
18120,1000.2369707199999,1000.2369707199999
18180,1000.2369707199999,1000.2369707199999
18240,1000.2369707199999,1000.2369707199999
18300,1000.2369707199999,1000.2369707199999
18360,1000.2369707199999,1000.2369707199999
18420,1000.2369707199999,1000.2369707199999
18480,1000.2369707199999,1000.2369707199999
18540,1000.2369707199999,1000.2369707199999
18600,1000.2369707199999,1000.2369707199999
18660,1000.2369707199999,1000.2369707199999
18720,1000.2369707199999,1000.2369707199999
18780,1000.2369707199999,1000.2369707199999
18840,1000.2369707199999,1000.2369707199999
18900,1000.2369707199999,1000.2369707199999
18960,1000.2369707199999,1000.2369707199999
19020,1000.2369707199999,1000.2369707199999
19080,1000.2369707199999,1000.2369707199999
19140,1000.2369707199999,1000.2369707199999
19200,1000.2369707199999,1000.2369707199999
19260,1000.2369707199999,1000.2369707199999
19320,1000.2369707199999,1000.2369707199999
19380,1000.2369707199999,1000.2369707199999
19440,1000.2369707199999,1000.2369707199999
19500,1000.2369707199999,1000.2369707199999
19560,1000.2369707199999,1000.2369707199999
19620,1000.2369707199999,1000.2369707199999
19680,1000.2369707199999,1000.2369707199999
19740,1000.2369707199999,1000.2369707199999
19800,1000.2369707199999,1000.2369707199999
19860,1000.2369707199999,1000.2369707199999
19920,1000.2369707199999,1000.2369707199999
19980,1000.2369707199999,1000.2369707199999
20040,1000.2369707199999,1000.2369707199999
20100,1000.2369707199999,1000.2369707199999
20160,1000.2369707199999,1000.2369707199999
20220,1000.2369707199999,1000.2369707199999
20280,1000.2369707199999,1000.2369707199999
20340,1000.2369707199999,1000.2369707199999
20400,1000.2369707199999,1000.2369707199999
20460,1000.2369707199999,1000.2369707199999
20520,1000.2369707199999,1000.2369707199999
20580,1000.2369707199999,1000.2369707199999
20640,1000.2369707199999,1000.2369707199999
20700,1000.2369707199999,1000.2369707199999
20760,1000.2369707199999,1000.2369707199999
20820,1000.2369707199999,1000.2369707199999
20880,1000.2369707199999,1000.2369707199999
20940,1000.2369707199999,1000.2369707199999
21000,1000.2369707199999,1000.2369707199999
21060,1000.2369707199999,1000.2369707199999
21120,1000.2369707199999,1000.2369707199999
21180,1000.2369707199999,1000.2369707199999
21240,1000.2369707199999,1000.2369707199999
21300,1000.2369707199999,1000.2369707199999
21360,1000.2369707199999,1000.2369707199999
21420,1000.2369707199999,1000.2369707199999
21480,1000.2369707199999,1000.2369707199999
21540,1000.2369707199999,1000.2369707199999
21600,1000.2369707199999,1000.2369707199999
21660,1000.2369707199999,1000.2369707199999
21720,1000.2369707199999,1000.2369707199999
21780,1000.2369707199999,1000.2369707199999
21840,1000.2369707199999,1000.2369707199999
21900,1000.2369707199999,1000.2369707199999
21960,1000.2369707199999,1000.2369707199999
22020,1000.2369707199999,1000.2369707199999
22080,1000.2369707199999,1000.2369707199999
22140,1000.2369707199999,1000.2369707199999
22200,1000.2369707199999,1000.2369707199999
22260,1000.2369707199999,1000.2369707199999
22320,1000.2369707199999,1000.2369707199999
22380,1000.2369707199999,1000.2369707199999
22440,1000.2369707199999,1000.2369707199999
22500,1000.2369707199999,1000.2369707199999
22560,1000.2369707199999,1000.2369707199999
22620,1000.2369707199999,1000.2369707199999
22680,1000.2369707199999,1000.2369707199999
22740,1000.2369707199999,1000.2369707199999
22800,1000.2369707199999,1000.2369707199999
22860,1000.2369707199999,1000.2369707199999
22920,1000.2369707199999,1000.2369707199999
22980,1000.2369707199999,1000.2369707199999
23040,994.5814100716137,1000.2369707199999
23100,987.8921803386532,978.3283358200003
23160,987.1268911455927,981.7340916400003
23220,983.8183208295229,979.0214231400004
23280,981.6144618676186,977.0502981200004
23340,981.2336925556459,975.1827637000007
23400,981.2336925556459,978.6154014000007
23460,983.2176681299323,977.5234014000007
23520,984.4015676000006,984.5391506000005
23580,984.4015676000006,984.4015676000006
23640,984.4015676000006,984.4015676000006
23700,984.4015676000006,984.4015676000006
23760,984.4015676000006,984.4015676000006
23820,984.4015676000006,984.4015676000006
23880,984.4015676000006,984.4015676000006
23940,984.4015676000006,984.4015676000006
24000,984.3784289600006,984.4015676000006
24060,986.6186375600006,986.1522289600007
24120,986.6186375600006,986.6186375600006
24180,986.6186375600006,986.6186375600006
24240,986.6186375600006,986.6186375600006
24300,986.6186375600006,986.6186375600006
24360,986.6186375600006,986.6186375600006
24420,986.6186375600006,986.6186375600006
24480,986.6186375600006,986.6186375600006
24540,986.6186375600006,986.6186375600006
24600,986.6186375600006,986.6186375600006
24660,986.6186375600006,986.6186375600006
24720,986.6186375600006,986.6186375600006
24780,986.6186375600006,986.6186375600006
24840,986.6186375600006,986.6186375600006
24900,986.6186375600006,986.6186375600006
24960,986.6186375600006,986.6186375600006
25020,986.6186375600006,986.6186375600006
25080,986.6186375600006,986.6186375600006
25140,986.6186375600006,986.6186375600006
25200,986.6186375600006,986.6186375600006
25260,986.6186375600006,986.6186375600006
25320,986.6186375600006,986.6186375600006
25380,986.6186375600006,986.6186375600006
25440,987.5076776000005,986.6186375600006
25500,987.5076776000005,987.5076776000005
25560,988.0714928800005,987.5076776000005
25620,988.0714928800005,988.0714928800005
25680,988.0714928800005,988.0714928800005
25740,988.0714928800005,988.0714928800005
25800,988.0714928800005,988.0714928800005
25860,988.0714928800005,988.0714928800005
25920,988.0714928800005,988.0714928800005
25980,988.0714928800005,988.0714928800005
26040,988.0714928800005,988.0714928800005
26100,988.0714928800005,988.0714928800005
26160,988.0714928800005,988.0714928800005
26220,988.0714928800005,988.0714928800005
26280,988.0714928800005,988.0714928800005
26340,988.0714928800005,988.0714928800005
26400,988.0714928800005,988.0714928800005
26460,988.0714928800005,988.0714928800005
26520,988.0714928800005,988.0714928800005
26580,988.0714928800005,988.0714928800005
26640,988.0714928800005,988.0714928800005
26700,988.0714928800005,988.0714928800005
26760,988.0714928800005,988.0714928800005
26820,988.0714928800005,988.0714928800005
26880,988.0714928800005,988.0714928800005
26940,988.0714928800005,988.0714928800005
27000,988.0714928800005,988.0714928800005
27060,988.0714928800005,988.0714928800005
27120,988.0714928800005,988.0714928800005
27180,988.0714928800005,988.0714928800005
27240,988.0714928800005,988.0714928800005
27300,988.0714928800005,988.0714928800005
27360,988.0714928800005,988.0714928800005
27420,988.0714928800005,988.0714928800005
27480,988.0714928800005,988.0714928800005
27540,988.0714928800005,988.0714928800005
27600,988.0714928800005,988.0714928800005
27660,988.0714928800005,988.0714928800005
27720,988.0714928800005,988.0714928800005
27780,988.0714928800005,988.0714928800005
27840,988.0714928800005,988.0714928800005
27900,988.0714928800005,988.0714928800005
27960,988.0714928800005,988.0714928800005
28020,988.0714928800005,988.0714928800005
28080,988.0714928800005,988.0714928800005
28140,988.0714928800005,988.0714928800005
28200,988.0714928800005,988.0714928800005
28260,988.0714928800005,988.0714928800005
28320,988.0714928800005,988.0714928800005
28380,988.0714928800005,988.0714928800005
28440,988.0714928800005,988.0714928800005
28500,988.0714928800005,988.0714928800005
28560,988.0714928800005,988.0714928800005
28620,988.0714928800005,988.0714928800005
28680,988.0714928800005,988.0714928800005
28740,988.0714928800005,988.0714928800005
28800,988.0714928800005,988.0714928800005
28860,988.0714928800005,988.0714928800005
28920,988.0714928800005,988.0714928800005
28980,988.0714928800005,988.0714928800005
29040,988.0714928800005,988.0714928800005
29100,988.0714928800005,988.0714928800005
29160,988.0714928800005,988.0714928800005
29220,988.0714928800005,988.0714928800005
29280,988.0714928800005,988.0714928800005
29340,988.0714928800005,988.0714928800005
29400,988.0714928800005,988.0714928800005
29460,988.0714928800005,988.0714928800005
29520,988.0714928800005,988.0714928800005
29580,988.0714928800005,988.0714928800005
29640,988.0714928800005,988.0714928800005
29700,988.0714928800005,988.0714928800005
29760,988.0714928800005,988.0714928800005
29820,988.0714928800005,988.0714928800005
29880,988.0714928800005,988.0714928800005
29940,988.0714928800005,988.0714928800005
30000,988.0714928800005,988.0714928800005
30060,988.0714928800005,988.0714928800005
30120,988.0714928800005,988.0714928800005
30180,988.0714928800005,988.0714928800005
30240,988.0714928800005,988.0714928800005
30300,988.0714928800005,988.0714928800005
30360,989.9025678400005,988.0714928800005
30420,989.9025678400005,989.9025678400005
30480,989.9025678400005,989.9025678400005
30540,989.9025678400005,989.9025678400005
30600,989.9025678400005,989.9025678400005
30660,989.9025678400005,989.9025678400005
30720,989.9025678400005,989.9025678400005
30780,989.9025678400005,989.9025678400005
30840,989.9025678400005,989.9025678400005
30900,989.9025678400005,989.9025678400005
30960,989.9025678400005,989.9025678400005
31020,989.9025678400005,989.9025678400005
31080,989.9025678400005,989.9025678400005
31140,989.9025678400005,989.9025678400005
31200,989.9025678400005,989.9025678400005
31260,989.9025678400005,989.9025678400005
31320,989.9025678400005,989.9025678400005
31380,989.9025678400005,989.9025678400005
31440,989.9025678400005,989.9025678400005
31500,989.9025678400005,989.9025678400005
31560,989.9025678400005,989.9025678400005
31620,989.9025678400005,989.9025678400005
31680,989.9025678400005,989.9025678400005
31740,989.9025678400005,989.9025678400005
31800,989.9025678400005,989.9025678400005
